dataset,split,session,dialog_id,dialog_idx,turn_id,turn_idx,speaker,start,end,emotion_code,emotion,erc_target,utterance,dialog_type,marker_gender
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M012,24,M,68.563,75.2204,neu,neutral,True,You can hardly call three liquor glasses in a whole evening going on and on and on.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F012,25,F,74.1892,76.9751,neu,neutral,True,"Well, it's become a habit with you.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M013,26,M,76.3601,80.9912,xxx,unknown,False,You needn't be so grand just because don't happen want any yourself right now.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F013,27,F,79.6525,81.9681,xxx,unknown,False,Don't be so stupid.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M014,28,M,81.0817,83.0716,xxx,unknown,False,"Really, Amanda.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F014,29,F,82.0767,83.3611,ang,angry,True,What?,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M015,30,M,83.1621,84.8626,fru,frustrated,True,Nothing.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M016,31,M,88.2093,91.14,neu,neutral,True,"Going out somewhere, dear?",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F015,32,F,90.8144,95.735,neu,neutral,True,No I'm just making myself fascinating for you.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M017,33,M,94.8847,98.2496,xxx,unknown,False,That reply has broken my heart.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F016,34,F,97.3451,100.529,xxx,unknown,False,It's a woman's job to allure the man,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F017,35,F,100.5652,102.8988,xxx,unknown,False,"watch me a minute, will you?",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M018,36,M,102.338,105.6305,neu,neutral,True,"As a matter of fact, that's perfectly true.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F018,37,F,104.8345,106.6979,fru,frustrated,True,"Oh, no it isn't.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M019,38,M,106.4244,107.1144,xxx,unknown,False,Yes it is.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F019,39,F,106.7159,108.4345,ang,angry,True,Be quiet.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M020,40,M,107.9461,112.523,xxx,unknown,False,It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F020,41,F,111.4376,114.2054,xxx,unknown,False,It doesn't seem to work such wonders with you.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M021,42,M,113.6265,116.6295,fru,frustrated,True,"Snap, snap, snap, like a little adder.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F021,43,F,116.3039,118.6557,xxx,unknown,False,Adders don't snap they sting.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M022,44,M,117.7331,121.912,fru,frustrated,True,Oh nonsense they have a little bag of venom behind their fangs and they snap.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F022,45,F,121.4235,122.7622,xxx,unknown,False,They sting.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M023,46,M,121.9662,123.7391,fru,frustrated,True,They snap.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F023,47,F,122.7984,129.6366,ang,angry,True,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M024,48,M,129.4014,133.6165,neu,neutral,True,"Tell me, did you see much of Peter Burden after our divorce?",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F024,49,F,133.1281,136.6919,neu,neutral,True,"Yes, I did quite a lot.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M025,50,M,135.7693,139.6407,xxx,unknown,False,I imagine you let him kiss you good deal more then.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F025,51,F,138.6095,140.7623,xxx,unknown,False,Mind your own business.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M026,52,M,140.111,143.1502,ang,angry,True,What riotous time you must have had.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M027,53,M,143.1864,147.0035,ang,angry,True,"No restraint at all, very enjoyable, never had much anyhow.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F026,54,F,146.1171,150.3864,xxx,unknown,False,You're quite insufferable. I expect it's because you're drunk.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M028,55,M,149.3372,152.6839,xxx,unknown,False,I am not in the least drunk.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M029,56,M,155.1442,164.9131,xxx,unknown,False,"I imagine, as I may have already mentioned, I've had three minute liquor glasses of Brandy the whole evening long a child of two couldn't get drunk on that.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F027,57,F,163.5925,169.4719,xxx,unknown,False,On the contrary a child of two could get violently drunk on only one glass of Brandy.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M030,58,M,168.1513,173.7775,xxx,unknown,False,"Oh very interesting. How about a child of four, a child of six or a child of nine?",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F028,59,F,172.6559,174.8086,ang,angry,True,Oh be quiet.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M031,60,M,174.0307,178.7343,ang,angry,True,"We can get a good little debate going about that, don't you think? Intemperate tots.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F029,61,F,177.8659,181.5202,xxx,unknown,False,"Not very funny my dear, you better have some more Brandy.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M032,62,M,180.9956,183.6368,neu,neutral,True,All right. I will.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M033,63,M,185.5182,187.6529,neu,neutral,True,Better turn that off I think.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F030,64,F,187.2368,189.1725,xxx,unknown,False,Why?,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M034,65,M,188.4489,192.1755,xxx,unknown,False,Because it's late and it'll annoy the people upstairs.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F031,66,F,191.2348,195.5404,xxx,unknown,False,There aren't any people upstairs it's a photographer's studio.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M035,67,M,194.9253,197.8379,xxx,unknown,False,There are people downstairs I suppose?,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F032,68,F,196.8791,199.3936,xxx,unknown,False,They're away in Tunis.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M036,69,M,198.9052,202.5595,xxx,unknown,False,This is no time of the year for Tunis.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F033,70,F,201.7273,204.6218,xxx,unknown,False,"Turn it on again, please.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M037,71,M,203.7173,206.3947,fru,frustrated,True,I'll do no such thing.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F034,72,F,205.852,211.0439,fru,frustrated,True,"Very well, if you insist on being boorish and idiotic.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M038,73,M,210.4289,213.3414,xxx,unknown,False,Turn it off it's driving me mad.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F035,74,F,212.1475,216.3264,ang,angry,True,You are far too temperamental. Try to control yourself.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M039,75,M,215.3314,217.0862,ang,angry,True,Turn it off.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F036,76,F,216.3625,218.4471,ang,angry,True,Stop it. Stop it. I hate you.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M040,77,M,217.1224,219.7817,ang,angry,True,"Amanda, listen. Listen.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F037,78,F,218.4791,224.3586,ang,angry,True,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M041,79,M,223.2008,225.6611,ang,angry,True,Very amusing indeed.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F038,80,F,224.449,230.9616,ang,angry,True,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M042,81,M,230.2018,236.6782,ang,angry,True,"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F039,82,F,235.846,240.0792,ang,angry,True,"This is the end, do you hear? The end finally and forever.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M043,83,M,239.3375,241.4722,ang,angry,True,You're not going like this.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F040,84,F,240.4772,242.5757,ang,angry,True,Oh yes I am.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M044,85,M,241.6531,243.4983,ang,angry,True,You're not.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F041,86,F,242.5938,254.0263,ang,angry,True,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M045,87,M,243.8601,245.3797,ang,angry,True,Shut up.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M046,88,M,245.4159,246.5737,ang,angry,True,Shut up.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_M047,89,M,248.1838,257.9346,ang,angry,True,I wouldn't marry you again if you came to me on your bended knees. You're a evil minded little vampire. I hope to God I never see you again as long as I live.,script,M
IEMOCAP,train,Session2,Ses02M_script03_2,57,Ses02M_script03_2_F042,90,F,254.0651,257.9526,ang,angry,True,You're a beast. I hate you. Stop it. Stop it.,script,M
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F000,0,F,4.1,10.68,xxx,unknown,False,"God, finally I got to the line, the front of the line. I've been waiting there for like half an hour.",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F001,1,F,10.73,13.92,xxx,unknown,False,[BREATHING] It's so hot in here. Hoo.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M000,2,M,13.17,14.4141,xxx,unknown,False,Yeah.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M001,3,M,14.52,18.7025,neu,neutral,True,"Oh, um-",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F002,4,F,18.22,20.075,neu,neutral,True,What's wrong?,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M002,5,M,20.28,27.9575,neu,neutral,True,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F003,6,F,27.205,32.43,fru,frustrated,True,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line.",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M003,7,M,31.3775,32.68,neu,neutral,True,Who?,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F004,8,F,32.47,36.102,fru,frustrated,True,I don't know. Some lady. Sonya or something.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M004,9,M,36.7475,39.12,neu,neutral,True,She- she probably doesn't even work here.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M005,10,M,39.21,40.8066,neu,neutral,True,All right  Uh-,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F005,11,F,40.1,43.22,fru,frustrated,True,"Excuse me? No, no. I waited in the line over there..",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F006,12,F,43.24,48.4375,fru,frustrated,True,and she told me to come over here and she said to fill out everything on the application and I did that.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M006,13,M,49.935,51.5625,fru,frustrated,True,It's not right.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F007,14,F,50.275,55.09,fru,frustrated,True,"Look, I-- No, no, no, I--you don't understand. I have to go back to work.",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M007,15,M,52.6325,54.3375,fru,frustrated,True,You just take--all right.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M008,16,M,54.9204,60.97,fru,frustrated,True,"Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F008,17,F,55.2125,56.3125,fru,frustrated,True,I am not-,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M009,18,M,61.02,67.67,fru,frustrated,True,"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut.",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F009,19,F,66.26,72.37,fru,frustrated,True,But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M010,20,M,71.91,75.3975,xxx,unknown,False,"Well, maybe you should have got here earlier than so you had a lot of time to do this.",impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F010,21,F,74.345,78.9025,xxx,unknown,False,But I was at work and the lady told me to come and work it and to stand in the line.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_M011,22,M,78.2775,81.2325,xxx,unknown,False,I don't know who this lady is.,impro,F
IEMOCAP,train,Session3,Ses03F_impro01,58,Ses03F_impro01_F011,23,F,80.19,82.3875,fru,frustrated,True,[LAUGHTER],impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F000,0,F,7.63,9.54,neu,neutral,True,"How's it going, babe?",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M000,1,M,10.0719,11.88,neu,neutral,True,All right.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F001,2,F,12.19,13.21,neu,neutral,True,Yeah?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F002,3,F,13.86,15.4425,xxx,unknown,False,Good.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F003,4,F,16.235,25.71,xxx,unknown,False,"Hey listen,eh- I've been wanting to talk to you. I have something to tell you. How's Amy doing?",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M001,5,M,25.8175,33.2575,hap,happy,True,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F004,6,F,28.8225,30.34,xxx,unknown,False,yeah.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F005,7,F,31.46,32.595,exc,excited,True,oh.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F006,8,F,32.7525,44.415,xxx,unknown,False,"I really want to say that. Well I, so, you know, at the center department they called me in and I talked to-",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M002,9,M,43.94,45.94,xxx,unknown,False,"Oh, yeah? What did they say?",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F007,10,F,45.3025,50.76,exc,excited,True,Well umm- actually they--I was promoted.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M003,11,M,50.31,53.0775,xxx,unknown,False,"Oh, wow. That's great.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F008,12,F,51.31,64.64,sad,sad,True,And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F009,13,F,64.76,74.8875,xxx,unknown,False,"And uh - seeing as I was uh- promoted and head of the department now, and so- well, they asked me to go.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F010,14,F,75.09,76.91,sad,sad,True,yeah.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M004,15,M,76.0425,77.41,sur,surprised,False,when?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F011,16,F,77.0475,81.45,sad,sad,True,It's going- It's going to be probably in about three weeks.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M005,17,M,81.9,86.2325,sur,surprised,False,What? You can't do that. Three weeks?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F012,18,F,82.89,83.89,sad,sad,True,yeah,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F013,19,F,86.3275,91.14,xxx,unknown,False,"Well, I'm leaving in three weeks, but-- Yeah.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M006,20,M,89.93,93.4225,fru,frustrated,True,"God, we're supposed to take a look at a house next week.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F014,21,F,93.28,95.975,fru,frustrated,True,Maybe we can still do that,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M007,22,M,94.98,98.1925,ang,angry,True,"I can't- No, I can't do this alone.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F015,23,F,99.015,100.88,sad,sad,True,"Yeah, and uh--",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M008,24,M,99.5,102.77,xxx,unknown,False,Amy's starting school in a month.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F016,25,F,102.3075,109.18,fru,frustrated,True,"I know, but look, I have to take this. I mean, if I don't, I mean, I could get fired.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F017,26,F,109.23,113.5,fru,frustrated,True,And we know you need-we need the money. We couldn't even- purchase a house if I didn't take this.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M009,27,M,111.5275,112.81,fru,frustrated,True,God.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M010,28,M,114.46,119.0325,fru,frustrated,True,You know what happened to my cousin. She went and she never came back.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F018,29,F,118.4,122.1275,sad,sad,True,"Honey, I'm going to come back. It's not like that.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F019,30,F,124.1475,128.2825,sad,sad,True,But it- it is for a year.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M011,31,M,127.8,129.2625,fru,frustrated,True,Oh,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F020,32,F,131.16,134.95,sad,sad,True,"Babe, I'm sorry. But I don't want to do.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F021,33,F,134.99,141.61,sad,sad,True,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M012,34,M,135.095,136.49,fru,frustrated,True,I can't-,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M013,35,M,141.8225,147.9025,xxx,unknown,False,You remember the last time you went? You know how hard it was for me? Now we have a kid.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F022,36,F,147.82,154.1975,fru,frustrated,True,"But you're so good with her. You know, she knows you better than she knows me 'cause I'm at work every day.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M014,37,M,150.755,152.9,sad,sad,True,I have to work.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M015,38,M,153.75,155.835,fru,frustrated,True,[BREATHING],impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F023,39,F,156.325,158.6525,sad,sad,True,"Babe, I love you.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M016,40,M,158.135,161.2675,sad,sad,True,You can't leave your daughter alone like this.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F024,41,F,161.285,165.745,sad,sad,True,"But she has you. I mean, that's what you're there for. You're my right-hand man.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F025,42,F,169.3125,171.28,sad,sad,True,It's going to be okay.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M017,43,M,170.23,171.8775,sad,sad,True,You can't postpone it?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F026,44,F,171.9575,174.2475,sad,sad,True,"No, I have to go.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F027,45,F,176.035,181.5675,sad,sad,True,"Wait, you can write me and as you know, send me pictures.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M018,46,M,182.25,186.34,sad,sad,True,I don't know if I can handle you going another year.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F028,47,F,186.67,189.005,sad,sad,True,What do you mean?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M019,48,M,189.92,195.42,sad,sad,True,I don't know if I- if I could take it.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F029,49,F,196.32,204.935,sad,sad,True,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M020,50,M,204.38,208.49,sad,sad,True,I can't be that strong. A whole year.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M021,51,M,209.085,211.16,sad,sad,True,"me, oh my god.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F030,52,F,209.8721,214.66,xxx,unknown,False,"But we can work, you know, we--you can write me and we could see pictures",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F031,53,F,214.72,219.055,sad,sad,True,"and if we survive, if we survive that then babe, you know you know we could survive any--",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M022,54,M,217.97,220.0175,fru,frustrated,True,What if you don't come back?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F032,55,F,219.5625,221.0025,sad,sad,True,I will come back.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M023,56,M,220.605,226.66,xxx,unknown,False,"What am I supposed--oh, one out of five people aren't coming back.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M024,57,M,226.695,229.12,sad,sad,True,It doesn't look very good.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F033,58,F,231.8125,236.48,xxx,unknown,False,I can do it. I'm going to do it. And I'll be back safe and sound and-,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F034,59,F,236.69,239.74,sad,sad,True,we'll have all the money that we ever needed.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F035,60,F,239.8,243.3049,sad,sad,True,And- And then I'll stop working and- I'll stay home with the baby.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M025,61,M,242.01,244.31,sad,sad,True,I don't want the money. I want-you here,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M026,62,M,244.41,249.005,xxx,unknown,False,"we'll get money, all right? You don't need the job, all right?",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M027,63,M,249.0675,255.595,ang,angry,True,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F036,64,F,255.8325,262.105,sad,sad,True,It's all I ever knew how to do. I can't quit now.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M028,65,M,264.3225,269.64,sad,sad,True,How are we supposed to tell Amy? How's she supposed to understand that?,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F037,66,F,269.1575,276.73,sad,sad,True,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M029,67,M,277.86,282.62,sad,sad,True,"How is she going to feel the first year in school, no mom.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F038,68,F,282.34,285.07,sad,sad,True,Don't do that to me.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F039,69,F,285.8625,289.3775,sad,sad,True,"It's hard enough already, Brian, I can't.",impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_M030,70,M,289.64,294.12,xxx,unknown,False,I'm not thinking about just me; I'm thinking about our child.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F040,71,F,293.59,295.175,sad,sad,True,I know.,impro,F
IEMOCAP,train,Session3,Ses03F_impro02,59,Ses03F_impro02_F041,72,F,296.975,303.925,sad,sad,True,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",impro,F
