dataset,split,session,dialog_id,dialog_idx,turn_id,turn_idx,speaker,start,end,emotion_code,emotion,erc_target,text,dialog_type,marker_gender,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,audio_path,audio_exists
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M019,28,M,149.1448,150.6455,xxx,unknown,False,Right.,script,M,46.76008478199387,6.386351687973594,365.3004917070291,9.911149074886579,30.87635909894152,3.3319450229071217,3.329278707664676,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M019.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F009,29,F,149.8869,152.0308,fru,frustrated,True,That's my point.,script,M,43.786878638435894,6.666512292543482,246.89150595715472,48.04608893275734,255.30697702827723,4.664587038278767,6.192851874457287,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F009.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M020,30,M,151.2887,159.4875,fru,frustrated,True,That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?,script,M,60.013316978070776,9.685899866633346,189.03829408527204,52.25872003127815,283.08974561971866,4.967331329466718,8.429915635011515,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M020.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F010,31,F,152.7025,154.1375,xxx,unknown,False,So let's go.,script,M,53.47064838418585,9.317023291962496,283.3306706888763,62.958699522525194,307.64310903581804,3.605227579990987,8.452630748335183,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F010.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M021,32,M,159.545,161.3675,xxx,unknown,False,"I mean, don't you want to see it?",script,M,58.508169453161976,10.995710913893054,187.20288408114592,37.06686792955255,151.00089436050237,3.571428571428571,8.651605860486281,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M021.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F011,33,F,161.3075,163.265,xxx,unknown,False,Not particularly.,script,M,43.37865657612508,6.889957214785264,264.6075395324448,39.93050646583313,287.8530183996599,4.086975957086753,9.26269277525296,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F011.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M022,34,M,162.8159,164.5969,xxx,unknown,False,Why not?,script,M,56.5615812568893,9.826951207023889,242.83599744860558,28.169553003242914,91.8884383133549,5.859375,6.482415440507617,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M022.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F012,35,F,164.0197,167.1036,xxx,unknown,False,I don't know.  I just don't.,script,M,44.61773057306921,6.625052376810797,301.0893528665554,62.47536394494616,244.07994937193115,3.8912871648324923,8.733896750160088,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F012.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M023,36,M,166.4109,180.6592,exc,excited,True,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",script,M,62.470105234896145,10.250641347420158,207.35141263086646,46.70481006506854,385.27373534990295,5.296610169491526,11.056860749677119,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M023.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F013,37,F,180.1315,188.05,fru,frustrated,True,"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",script,M,54.13745379219486,9.618436606436752,259.3846420057285,70.02699696258234,381.68557606974065,4.419191919191919,9.094160144636232,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F013.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M024,38,M,187.1896,199.3435,exc,excited,True,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",script,M,59.321067916475414,10.288771909456145,145.94443604329533,47.90999488260978,368.9779627223486,3.440642590601481,8.742971660189667,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M024.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M025,39,M,199.393,205.6761,exc,excited,True,"But this is the big night for these guys.  Their last, life's last orgy.",script,M,61.05170170714601,11.29807952357523,139.62100522043386,23.54661292045955,123.65465066696409,4.4642857142857135,7.965606045568914,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M025.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F014,40,F,205.0824,213.5093,xxx,unknown,False,"What are you getting so excited about?  I mean, it's not like it's like the landing on the moon or something.  I mean, it's just fish, fish that nobody eats.",script,M,53.9144464246068,10.358534094099419,302.3419587529975,85.63227894279612,410.0526268854909,5.208333333333333,9.46692437562727,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F014.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M026,41,M,212.7177,214.9575,exc,excited,True,Yeah they do.,script,M,65.34269056040485,13.918258782010327,363.67937217360554,94.08985623844531,324.815378394724,4.9342105263157885,13.192903475708011,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M026.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F015,42,F,214.3998,216.6756,fru,frustrated,True,Augie.,script,M,51.97895036776421,9.75489994860038,324.06981342384574,54.33192426333029,192.75362451948263,1.1891490152359718,9.353228291306278,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F015.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M027,43,M,216.3952,231.0393,exc,excited,True,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",script,M,60.18381549627688,10.221096951976977,165.60856185002032,55.777813951688515,289.15210757286025,4.327563249001331,9.423177611764128,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M027.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M028,44,M,231.0887,234.2715,xxx,unknown,False,"I mean, I can't see how you can not be interested.",script,M,52.81820260451301,8.892073008665818,148.7249636300977,20.484390969622076,89.70312035440851,3.1419370041630668,7.109749569532254,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M028.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F016,45,F,233.7108,235.9866,neu,neutral,True,I'm just not.,script,M,42.869277276764635,6.433858359745442,262.25387991919735,14.648224093402899,59.90760824942234,3.515324618257717,9.195474211380832,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F016.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M029,46,M,235.3599,236.7225,xxx,unknown,False,For real?,script,M,51.323721039622896,8.57819811536039,170.71443661245476,37.689523981492925,101.79984891666743,3.6695564423650295,7.920375286309254,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M029.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F017,47,F,236.4483,238.048,xxx,unknown,False,Yes.,script,M,45.06332816471954,7.242910671532647,298.29039839426224,22.109155901596495,70.80709130370735,2.5005860748612956,7.784338552842257,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F017.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M030,48,M,237.5038,243.27,xxx,unknown,False,"I don't get it.  I mean the first time we came to see it, you said it was the best night of your life.",script,M,53.75065387537798,8.685938695520905,164.87425000940476,25.052704126174785,160.40945005407232,5.378215824919867,8.548840443551038,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M030.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M031,49,M,243.3125,250.1194,xxx,unknown,False,And last year when we came you ran out of the house so fast you stubbed your toe and you didn't even notice it until we got in the car.,script,M,59.09103132084284,9.54536291154552,158.8216134468924,23.819704676104447,124.62482927952632,4.865269461077844,9.51973623361782,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M031.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F018,50,F,250.1029,259.775,fru,frustrated,True,"You also could remember that I got sand in my panties, we got in an argument over nothing, you got a sore throat and we didn't even get to see the Grunions.",script,M,55.990495593657805,10.796840598134706,290.4413592256851,80.05947684029015,364.81903665518035,5.401234567901235,11.063857693297194,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F018.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M032,51,M,259.14,262.205,xxx,unknown,False,Okay.  We're in a good spot.,script,M,53.435001387392134,9.163845876959824,174.03288800044172,25.716643931315684,98.54510090906332,4.3604651162790695,6.9237591039004345,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M032.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F019,52,F,261.6796,264.4501,fru,frustrated,True,You didn't see them the first time either.,script,M,55.744149915789826,9.917612081778907,347.0198559082887,101.75510765763322,306.7607000923913,4.559508712936181,12.233537283628154,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F019.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M033,53,M,263.609,271.7061,fru,frustrated,True,"We just weren't in the good spot.  This is a much better spot.  You know, I have a good instincts for these things.",script,M,65.77470108677184,12.394670954339393,204.9746055598517,46.41888557767521,413.1139013299221,4.287223353000283,9.76329093553123,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M033.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M034,54,M,271.7625,274.92,exc,excited,True,"Look, is that...no is that just seaweed?",script,M,56.42691587055188,10.19907409345034,157.3656263721494,18.445669441246846,71.39879037808701,3.858024691358024,10.559936276356847,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M034.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M035,55,M,274.9879,280.5948,exc,excited,True,"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",script,M,65.35810201240835,12.857312977258742,216.28097942525002,59.21277498704974,390.8645016280772,4.873853211009174,8.703277120025021,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M035.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M036,56,M,280.6575,286.5775,exc,excited,True,"I mean, think about this, I know you're not interested but just think about this for a minute.",script,M,57.13107234298508,9.677110172056505,156.63883264591044,45.584734079112565,162.21542933142024,5.296610169491524,7.707712639383289,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M036.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M037,57,M,286.615,299.105,exc,excited,True,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",script,M,60.757172895156906,9.777717913219682,138.86965981623348,35.28798485283003,133.11830288251238,4.09612233752048,7.80700791736412,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M037.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M038,58,M,299.165,317.5925,exc,excited,True,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",script,M,60.12249474360181,9.458742050389795,144.89221424431696,33.46075445430825,374.07787585994186,4.4347434431625254,8.413750806190567,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M038.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M039,59,M,317.65,328.855,exc,excited,True,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",script,M,52.73726390535708,7.8838720552038115,103.71041121479774,13.900692944294867,80.90377488160112,3.2980890484043073,7.190597025953832,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M039.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M040,60,M,328.91,335.675,exc,excited,True,They just start swimming to this place right here where we stand for massive celebration of sex and death.,script,M,53.85746864227093,7.483127811291396,109.99276688131884,10.990873856311842,65.00054400210709,2.7887655355059238,7.461902654724757,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M040.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M041,61,M,335.7475,341.12,exc,excited,True,"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.",script,M,65.23761698562451,11.526914133372474,187.1449143410699,29.187228925476425,132.55358331201222,4.380841121495326,8.584872554180544,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M041.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F020,62,F,340.6551,342.8649,xxx,unknown,False,That's the wind.,script,M,44.45145814269243,7.467430432980899,218.52081135609734,35.65167821271337,122.32829185662598,4.97793868084625,7.7614954686822095,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F020.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M042,63,M,342.2218,345.53,exc,excited,True,[BREATHING] So what do you think?,script,M,48.548296968354656,6.636920349740091,132.88953710788152,78.91267325472427,293.5698442652875,3.929644253839905,2.6719523326668577,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M042.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F021,64,F,345.1901,347.2021,xxx,unknown,False,About what?,script,M,40.96123018900634,6.1646193680045105,179.59057866630252,45.94014547273323,141.0309679524321,3.4793414103758935,5.391284851201694,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F021.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M043,65,M,346.5589,349.3624,exc,excited,True,About what I just said?,script,M,50.55640974918315,7.761938503333929,104.47916248450792,7.699911334873621,30.28927754663455,1.7835246906699367,4.33079901542665,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M043.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_F022,66,F,348.7522,351.3743,xxx,unknown,False,It's ridiculous.,script,M,39.849100828665875,5.2123200714046325,198.257914870833,86.7838765197596,286.2195349549754,3.8137916239601455,4.334221164929237,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F022.wav,True
IEMOCAP,train,Session3,Ses03M_script02_1,86,Ses03M_script02_1_M044,67,M,351.0115,353.0475,fru,frustrated,True,It certainly is not.  It's,script,M,49.819743158218095,7.522312735391085,111.90869747604135,53.90879079031687,185.54259876364603,2.455795677799607,5.2797368043581265,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M044.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M000,0,M,5.2815,8.0225,exc,excited,True,So what do you think?,script,M,46.68753399476249,6.106848869705128,129.43691782526997,20.513468916751613,67.18281536421124,3.2834731849689893,6.41073896696381,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M000.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F000,1,F,7.2672,9.5454,ang,angry,True,About what?,script,M,44.30288824138253,7.129107813786905,235.094501390775,12.027372693398215,50.42054167976423,2.633744855967078,6.9826995065177595,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F000.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M001,2,M,8.953,11.5957,fru,frustrated,True,About what I just said?,script,M,53.68858904697063,9.310104331846299,160.8558006382801,20.59425064486489,83.60902727273299,4.464285714285714,7.961703106587808,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M001.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F001,3,F,11.664,13.835,ang,angry,True,It's ridiculous.,script,M,43.61703976417071,6.5038874977133085,253.0600256403471,68.47576426583151,260.81961247569484,2.303152439902116,5.608164532416906,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F001.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M002,4,M,13.122,18.365,fru,frustrated,True,It certainly is not.  It's a slightly exaggerated scientific fact.,script,M,59.633067902313634,10.359980699338978,161.86859172612105,42.167341181671674,291.3768814077367,3.7234042553191493,7.214582141677389,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M002.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F002,5,F,17.815,25.0366,ang,angry,True,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",script,M,53.460184816725715,9.880247744554795,249.23746139320528,48.629282538265855,286.1020360635118,4.976114649681528,10.50205176923457,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F002.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M003,6,M,24.2165,27.6565,fru,frustrated,True,I'm not the only one.  Look at all these people.,script,M,55.53581002056021,8.07287902499508,240.1257776879453,119.69667774643679,385.8326655546025,4.36054434128527,6.256066095612725,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M003.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F003,7,F,25.9251,37.4296,ang,angry,True,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",script,M,53.147395220729116,9.829708449599742,293.1189928954109,67.92909392234063,319.16588816623516,4.549672244006106,10.714270906085131,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F003.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M004,8,M,37.703,41.1886,fru,frustrated,True,Are we talking about the same thing?,script,M,52.470115573205334,8.25284646416874,211.52538293267685,54.669788574877636,343.9514469029501,4.215950345473709,8.66528845401575,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M004.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F004,9,F,40.414,43.7175,ang,angry,True,"Look, I'm sorry but it's still just fish to me.",script,M,52.38468459710924,8.415161247635705,285.79260419599984,85.40245306698772,344.69128532324623,3.935220220977751,7.22511467182135,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F004.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M005,10,M,43.0111,45.6081,fru,frustrated,True,I thought you wanted to see it.,script,M,55.497210536786255,9.956183275764841,202.3749029739855,29.4165038404541,137.28318610465175,5.5605969918714875,8.579412441676837,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M005.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F005,11,F,45.3348,47.704,xxx,unknown,False,It's just...,script,M,37.41545701439292,4.3911654749206095,369.67671677095245,67.93906385459819,212.92546471220544,3.798670465337132,6.830414436880172,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F005.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F006,12,F,48.7292,55.4975,xxx,unknown,False,"Look, we just have different ideas of what this night is supposed to be like.",script,M,47.22934082912077,8.273035709220409,237.82139626117532,52.16717739855851,238.24730307735373,4.873853211009174,9.007401423236736,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F006.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M006,13,M,54.6979,67.182,fru,frustrated,True,"There's nothing to it.  The Grunions arrive, they do their little fish business, you know?  We go oh, ahh, look at the fish and they go home and we go home.",script,M,60.73480792098963,10.835029807121657,196.8315059296596,39.72795150301161,377.40409342027505,4.5673076923076925,12.162326021011546,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M006.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F007,14,F,66.2252,70.1525,fru,frustrated,True,"For heavens sake, grow up.  We're not going to see the Grunions.",script,M,53.9112680934707,9.00324932841382,273.2083991218658,77.83013900813468,363.8640501961465,4.802112929689064,11.478335483950088,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F007.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M007,15,M,69.5057,71.3282,fru,frustrated,True,Why not?,script,M,65.2909161233241,11.674917047879227,298.2998335707695,66.30079840743939,261.8498025059854,3.8153376573826785,11.035866160199197,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M007.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F008,16,F,70.355,73.0125,fru,frustrated,True,"We never do, do we?  Have we ever?",script,M,65.0066993780424,10.155451483706448,317.1354489841048,81.7427402579087,390.2971348484794,5.206484439711277,14.236313373102096,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F008.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M008,17,M,72.3534,75.8845,fru,frustrated,True,"Oh my gosh.  We missed them twice, that's hardly ever.",script,M,60.45193557453195,8.48002588278487,210.15889959076094,46.55351452246827,212.96298039644654,3.232551796591678,9.674408918892446,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M008.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F009,18,F,75.2921,79.7801,ang,angry,True,Okay.  Twice is as many times as we've tried and that's ever.,script,M,56.6692497370109,11.391298923390405,266.4677761932011,41.65661811890311,293.3363228510461,4.231404958677686,8.206482329625963,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F009.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M009,19,M,79.9851,83.3225,fru,frustrated,True,"Carla, can I ask you something?",script,M,51.37563060081344,7.900737199988348,117.12215479799067,14.776406015353059,55.15477342625192,3.397027600849257,7.04226306834826,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M009.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F010,20,F,82.7872,84.0857,xxx,unknown,False,What?,script,M,48.67785916959636,8.024815401659774,242.92299325155673,14.568996971293695,44.65425595626999,2.225932109070673,7.7998601814298345,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F010.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M010,21,M,83.5617,87.2975,fru,frustrated,True,"Don't take this wrong but, are you having your period?",script,M,50.39942935640604,7.848139823926926,108.46959266509172,18.500395741433294,63.02591745718756,2.944522518905173,8.998838652490045,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M010.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_F011,22,F,86.66,92.9249,ang,angry,True,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",script,M,65.5078622769721,13.70627759277938,343.922551979152,67.26326053705523,378.32018776528776,4.790940766550523,11.45092031595691,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F011.wav,True
IEMOCAP,train,Session3,Ses03M_script02_2,87,Ses03M_script02_2_M011,23,M,92.0819,95.0891,fru,frustrated,True,What's bugging you then?,script,M,50.346118056611864,7.725625435869091,134.65200454088182,73.23735261936636,394.5081761547286,1.6627177121004282,9.254768204510997,/Users/yusuf/Data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M011.wav,True
