split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,intensity_level,pitch_level,rate_level
train,5,23,817,816,8,8,Phoebe,F,neutral,Do you wanna know the first thing she said when she came back from her lunch with Richard?,62.7587,8.2235,303.2302,59.2627,273.303,5.8211,9.6566,medium,medium,high
train,5,23,817,816,9,9,Phoebe,F,neutral,She didn't feel anything for him.,64.2119,9.129,267.2158,77.7107,245.5502,3.4299,8.2176,medium,medium,medium
train,5,23,817,816,10,10,Phoebe,F,sadness,She loves you!,66.5304,6.4216,322.5892,55.6324,230.5539,3.6058,11.5148,high,high,medium
train,5,23,817,816,11,11,Chandler,M,surprise,Really?,63.0168,13.0122,258.3411,124.1552,397.2691,3.0738,9.0859,medium,high,low
train,5,23,817,816,12,12,Phoebe,F,anger,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",64.0641,11.1615,314.6032,95.7571,393.7175,4.5241,11.2595,medium,high,high
train,5,23,817,816,13,13,Chandler,M,neutral,Okay.,55.1995,6.9295,110.9526,13.6637,45.2369,2.87,3.9467,low,low,low
train,5,23,817,816,14,14,Phoebe,F,neutral,Good.  I should really start wearing hats!,60.1761,9.9125,205.293,71.5628,288.2915,2.8741,3.3375,low,low,low
train,1,3,818,817,0,0,Monica,F,neutral,"I mean, why should I let them meet him?",66.9932,2.2861,233.4017,119.1182,376.7214,3.3967,3.4089,high,low,medium
train,1,3,818,817,1,1,Monica,F,disgust,"I mean, I bring a guy home, and within five minutes they're all over him.",62.4137,6.4551,256.9443,55.8032,266.0151,4.7901,7.7259,medium,medium,high
train,1,3,818,817,2,2,Monica,F,joy,"I mean, they're like- coyotes, picking off the weak members of the herd.",60.869,8.1006,238.7015,52.1932,218.6339,3.6232,5.5296,low,low,medium
train,1,3,818,817,3,3,Paula,F,neutral,Listen.,62.8119,8.5553,203.513,26.2755,122.1615,3.5282,9.0444,medium,low,medium
train,1,3,818,817,4,4,Paula,F,neutral,"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",63.9393,8.5245,238.3642,65.7202,324.8425,3.6738,5.8523,medium,low,medium
train,1,3,818,817,5,5,Paula,F,neutral,"I mean, they're your friends, they're just looking out after you.",63.7809,8.3134,278.0086,78.1058,280.4469,4.3697,10.0346,medium,medium,medium
train,1,3,818,817,6,6,Monica,F,sadness,"I know. I just wish that once, I'd bring a guy home that they actually liked.",56.9449,6.1783,202.7887,35.0698,177.7677,4.4785,6.0742,low,low,high
train,1,3,818,817,7,7,Paula,F,neutral,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",61.4848,8.2156,201.4136,83.5422,327.6148,4.2656,9.1979,medium,low,medium
train,7,4,819,818,0,0,Chandler,M,surprise,No-no-no-no.  Hey!,58.3073,7.4874,198.4507,92.2152,384.4938,2.6968,1.6996,low,medium,low
train,7,4,819,818,1,1,Phoebe,F,neutral,"Anyway, I should go. Okay, bye.",62.9055,8.1839,231.7524,63.0185,310.468,4.4643,2.335,medium,low,high
train,7,4,819,818,2,2,Monica,F,neutral,Hey sweetie.,62.3872,5.0016,267.4051,107.2693,413.6705,3.8603,4.91,medium,medium,medium
train,7,4,819,818,3,3,Chandler,M,neutral,"Hi sweetie. So, what was with all the whispering?",62.1495,6.1134,247.7579,85.2157,423.8067,4.8828,7.6684,medium,high,high
train,7,4,819,818,4,4,Monica,F,neutral,I cant tell you. Its a secret.,58.9188,7.8352,301.7411,112.4024,415.1748,4.3048,8.9434,low,medium,medium
train,7,4,819,818,5,5,Chandler,M,anger,Secret? Married people arent supposed to have secrets between one another. We have too much love and respect for one another.,58.3599,7.3837,178.643,56.6706,338.2868,3.9663,8.8317,low,medium,medium
train,7,4,819,818,6,6,Monica,F,neutral,Awww.  But still no.,61.8935,8.2087,189.3726,50.1228,169.9323,3.9533,7.4924,medium,low,medium
train,7,4,819,818,7,7,Chandler,M,neutral,"No Im serious, we should tell each other",61.9916,6.6549,215.4059,72.9502,254.479,4.8324,8.4891,medium,high,high
train,7,4,819,818,8,8,Monica,F,neutral,"Really? Okay, so why dont you tell me what happened to Ross Junior year at",62.5237,8.5613,270.392,74.8933,372.0395,5.4519,10.5485,medium,medium,high
train,7,4,819,818,9,9,Chandler,M,fear,"Oh no-no, I cant do that.",60.0708,7.8839,117.407,27.8877,105.1602,3.5377,8.2763,low,low,medium
train,7,4,819,818,10,10,Monica,F,neutral,"If you tell me, Ill tell you what Phoebe said.",62.6267,7.3112,253.7119,52.1115,223.2975,5.787,10.5597,medium,medium,high
train,7,4,819,818,11,11,Chandler,M,neutral,Okay.,62.5939,10.2398,193.4325,70.2418,179.9417,1.6163,5.8673,medium,medium,low
train,7,4,819,818,12,12,Monica,F,neutral,Okay.,63.8256,9.2918,341.3155,31.6791,85.193,4.4643,3.7782,medium,high,high
train,7,4,819,818,13,13,Chandler,M,neutral,"So, Ross and I are going to",63.3167,4.8753,179.0333,52.5131,227.0739,3.8352,4.3971,medium,medium,medium
train,7,4,819,818,14,14,Monica,F,disgust,Oh my God. He threw up?,61.4435,8.3395,178.0458,25.1458,120.3364,3.125,12.3883,medium,low,low
train,7,4,819,818,15,15,Chandler,M,neutral,"No, he visited a little town south of throw up.  So what was Phoebes secret?",63.2084,7.6155,181.5596,66.5269,412.6031,3.8104,5.2015,medium,medium,medium
train,7,4,819,818,16,16,Monica,F,neutral,"Oh, Nancy Thompson from Phoebes old massage place is getting fired.",59.8956,7.1124,178.2811,47.6465,224.1197,3.9828,8.6417,low,low,medium
train,7,4,819,818,17,17,Chandler,M,joy,Thats it?! I gave up my,62.3982,9.6927,192.3972,30.8774,182.5785,3.9979,10.5261,medium,medium,medium
train,7,4,819,818,18,18,Monica,F,joy,Thats right! You lose sucker!!  Please still marry me.,62.5941,8.8228,354.8601,96.0758,386.98,2.9737,4.9216,medium,high,low
train,7,19,820,819,0,0,Phoebe,F,joy,Oh hey! How was your audition?,62.1012,7.1048,368.6983,89.528,413.9517,2.7778,3.7852,medium,high,low
train,7,19,820,819,1,1,Joey,M,neutral,"Im sorry, do I know you?",60.3904,7.3236,106.8836,25.477,120.4087,2.4671,3.9568,low,low,low
train,7,19,820,819,2,2,Phoebe,F,neutral,What are you doing?,64.2432,4.8004,358.4921,115.4452,358.8471,2.87,2.4816,medium,high,low
train,7,19,820,819,3,3,Joey,M,surprise,"Nothing, Im just practicing blowing you off because Im gonna be a big movie star!",62.1025,5.1092,128.231,45.1916,176.9385,4.3605,5.4104,medium,low,medium
train,7,19,820,819,4,4,Phoebe,F,sadness,Oh! You got it?!,66.183,3.5907,326.5577,53.0429,208.2162,2.4934,1.2905,high,high,low
train,7,19,820,819,5,5,Joey,M,joy,"Well no, not yet. But the audition went really good.",59.1355,5.3409,119.6216,33.7484,188.967,4.1118,5.8493,low,low,medium
train,7,19,820,819,6,6,Monica,F,neutral,What was it for?,59.1283,7.1377,316.0814,65.6581,240.4421,4.1852,6.9652,low,high,medium
train,7,19,820,819,7,7,Joey,M,neutral,"Oh, its this big budget period movie about these three Italian brothers who come to America around the turn of the century.",61.2708,5.7874,118.7708,39.3603,330.1203,5.0604,6.6436,low,low,high
train,7,19,820,819,8,8,Joey,M,joy,Its really classy!,61.3908,5.8363,116.5223,49.7201,329.8281,4.8491,6.7439,medium,low,high
train,7,19,820,819,9,9,Joey,M,joy,"Oh, and the director is supposed to be the next next Martin Scorcese.",59.9403,7.4247,107.8773,17.0884,87.1096,3.4808,5.3532,low,low,medium
train,7,19,820,819,10,10,Phoebe,F,neutral,The next next?,61.2854,6.4387,266.0547,52.8453,181.4445,1.5369,3.8751,low,medium,low
train,7,19,820,819,11,11,Joey,M,neutral,"Yeah, theres this guy from Chicago whos supposed to be the next Martin Scorcese, all right?",64.1826,5.5662,120.7981,16.265,79.6095,4.4271,3.7105,medium,low,medium
train,7,19,820,819,12,12,Joey,M,neutral,But then this guys right after him.,63.7409,4.6335,117.7329,14.1976,67.8202,4.2188,2.7401,medium,low,medium
train,7,19,820,819,13,13,Joey,M,joy,Hello!,64.1652,9.7815,263.2162,81.6684,358.9661,2.9762,11.5724,medium,high,low
train,7,19,820,819,14,14,Joey,M,joy,They loved me!,62.91,9.089,236.1864,51.682,159.9113,1.8382,8.4351,medium,high,low
train,7,19,820,819,15,15,Joey,M,joy,Oh my God!,61.3963,8.7887,264.9879,122.8652,390.596,3.75,6.7089,medium,high,medium
train,7,19,820,819,16,16,Joey,M,surprise,"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",63.0088,8.7777,174.1358,64.0721,286.7711,3.2238,3.9337,medium,medium,low
train,7,19,820,819,17,17,Phoebe,F,neutral,Whats the matter?,59.1938,8.4796,282.1984,78.8401,340.0061,3.2328,7.1441,low,medium,low
train,7,19,820,819,18,18,Joey,M,surprise,They want me to be totally naked in the movie!,61.3638,9.0164,141.7904,35.0875,134.388,4.771,9.9203,medium,low,high
train,7,19,820,819,19,19,Monica,F,surprise,Wow!,61.9987,7.6925,209.2639,62.3394,207.4209,2.3054,7.2409,medium,low,low
train,7,19,820,819,20,20,Joey,M,joy,I know! My grandmothers gonna see this!,61.1125,7.7005,201.1836,67.8093,282.7428,3.6408,5.7037,low,medium,medium
train,7,19,820,819,21,21,Phoebe,F,joy,Grandmas gonna have to get in line.,61.1098,7.6232,200.1546,69.7113,282.6422,4.0846,5.073,low,low,medium
train,6,18,821,820,0,0,Elizabeth,F,joy,Oh please! It was such a big class! You never even noticed me!,64.9036,4.6063,239.4016,62.1413,324.4979,3.6387,4.595,medium,medium,medium
train,6,18,821,820,1,1,Ross,M,surprise,"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",66.0191,5.1392,209.6612,70.292,325.4029,4.6411,4.3441,high,medium,high
train,6,18,821,820,2,2,Elizabeth,F,neutral,Who?,62.4524,4.4983,210.3628,110.5316,311.535,3.8266,1.5989,medium,low,medium
train,6,18,821,820,3,3,Ross,M,neutral,"Oh uh, I had trouble remembering everyones name, so I-I kinda came up with nicknames.",66.825,4.9248,158.2293,38.7136,332.8598,5.1692,6.2472,high,medium,high
train,6,18,821,820,4,4,Ross,M,neutral,Like the guy on the other side of you was Smelly von Brownshirt.,67.0861,4.9596,163.7872,45.1359,303.8345,5.2083,5.7499,high,medium,high
train,6,18,821,820,5,5,Elizabeth,F,neutral,"Oh yeah. So umm, did you have a nickname for me?",65.6589,6.2031,232.4358,79.508,366.2752,4.5608,5.2986,high,low,high
train,6,18,821,820,6,6,Ross,M,neutral,"Umm, no. No.",64.5823,6.4401,206.3161,63.8482,303.9759,3.8883,5.7035,medium,medium,medium
train,6,18,821,820,7,7,Elizabeth,F,surprise,Yes you did! What was it?,63.7004,7.0212,211.7083,25.0111,110.4796,4.1667,8.1794,medium,low,medium
train,6,18,821,820,8,8,Ross,M,neutral,"Umm, its Cutie McPretty.",64.9771,6.8848,142.0974,14.7956,68.7791,3.9612,6.6511,high,low,medium
train,6,18,821,820,9,9,Elizabeth,F,joy,Ohh thats so sweet!,65.9475,5.8096,318.3266,120.1077,404.4032,3.6458,6.087,high,high,medium
train,6,18,821,820,10,10,Ross,M,joy,"Listen, I gotta tell ya, I-Im having a great time!",65.5106,6.9627,155.8581,37.4709,169.126,3.8814,8.2633,high,low,medium
train,6,18,821,820,11,11,Ross,M,surprise,"Yknow how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but its not.",65.7259,6.5031,166.7883,38.2326,321.4394,4.5602,8.9868,high,medium,high
train,6,18,821,820,12,12,Ross,M,neutral,I mean its not at all.,64.9994,6.8826,171.1361,49.7881,320.7342,4.2953,8.0861,high,medium,medium
train,6,18,821,820,13,13,Burt,M,joy,Dr. Geller!,68.6566,6.4389,274.3432,66.3335,263.2834,4.3606,5.4545,high,high,medium
train,6,18,821,820,14,14,Ross,M,joy,Burt!,67.7817,5.562,321.268,87.9818,381.2815,1.3393,0.1897,high,high,low
train,3,4,822,821,0,0,Phoebe,F,neutral,"Okay, so we got some more good rejections, lots of stuff to work on.",61.0865,8.0679,259.8389,48.4398,186.1742,4.2187,3.6147,low,medium,medium
train,3,4,822,821,1,1,Joey,M,neutral,"Okay, shoot.",58.7199,4.7623,293.0355,85.9236,222.6948,2.2978,-1.0805,low,high,low
train,3,4,822,821,2,2,Phoebe,F,neutral,"Okay, um, oh, the zoo commercial.",58.3077,10.8561,256.3873,69.7176,409.5026,3.5511,3.839,low,medium,medium
train,3,4,822,821,3,3,Joey,M,neutral,I didn't get it?,57.2025,11.6374,150.3401,81.1057,282.9846,3.3482,6.4827,low,low,medium
train,3,4,822,821,4,4,Phoebe,F,joy,"No. They said you 'Weren't believable as a human being.' So, you can work on that.",59.9919,8.8214,248.1591,73.6958,350.6325,3.3151,3.2109,low,medium,low
train,3,4,822,821,5,5,Joey,M,neutral,"Okay, what else?",54.9516,5.0842,118.2196,11.4488,31.9015,,-0.4354,low,low,
train,3,4,822,821,6,6,Phoebe,F,neutral,"Um, the off-Broadway play people said 'You were pretty but dumb.'",58.9232,10.6918,283.6106,53.4628,270.5017,5.3828,9.8186,low,medium,high
train,3,4,822,821,7,7,Joey,M,sadness,Oh.,56.9975,10.137,238.7796,52.8079,151.1056,1.8028,5.163,low,high,low
train,3,4,822,821,8,8,Phoebe,F,neutral,"Oh no wait, I'm sorry, that's 'pretty dumb.'",59.0205,10.6241,257.0043,38.8329,212.3957,3.4982,10.3783,low,medium,medium
train,3,3,823,822,0,0,All,U,neutral,Hey.,67.1005,3.3203,319.9325,60.3882,408.219,4.6107,8.87,high,high,high
train,3,3,823,822,1,1,Ross,M,neutral,How's the maniac?,63.9691,9.2786,186.5467,50.7532,164.8438,2.3834,7.8814,medium,medium,low
train,3,3,823,822,2,2,Phoebe,F,joy,"Oh, well he's yummy. We did a little kissin'.",61.089,9.2615,259.9571,72.072,333.953,3.629,7.4908,low,medium,medium
train,3,3,823,822,3,3,Rachel,F,surprise,"Phoebe, what are you doing?",58.9714,6.0543,277.1508,63.9563,286.9429,2.7985,8.7218,low,medium,low
train,3,3,823,822,4,4,Phoebe,F,neutral,"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",63.0266,10.8176,270.5532,79.9232,365.8441,4.997,12.7011,medium,medium,high
train,3,3,823,822,5,5,Rachel,F,disgust,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",61.275,10.4477,276.6377,82.8378,416.5596,4.2315,11.3256,low,medium,medium
train,3,3,823,822,6,6,Phoebe,F,joy,"Look, he gave me his night vision goggles and everything.",62.6699,8.3673,294.0694,60.6104,243.6338,4.4785,9.1372,medium,medium,high
train,3,3,823,822,7,7,Ross,M,surprise,You're taking the word of a guy who has night vision goggles?,63.8873,8.4352,171.7698,44.533,354.7455,4.2843,9.5557,medium,medium,medium
train,3,3,823,822,8,8,Phoebe,F,surprise,"What, he's not still following her. Do you think he is still following her?",62.7882,12.5526,316.48,78.4435,358.4898,4.2135,9.6587,medium,high,medium
train,3,3,823,822,9,9,Chandler,M,disgust,"Pheebs, wake up and smell the restraining order.",64.9081,13.4318,160.8289,20.3972,98.522,4.9235,10.5662,medium,medium,high
train,3,3,823,822,10,10,Phoebe,F,neutral,What are you saying I should do?,62.2218,7.7997,288.9462,45.3633,181.1348,4.1118,12.0916,medium,medium,medium
train,3,3,823,822,11,11,Monica,F,neutral,"I think, that if you really like this guy, you should just trust him.",62.0218,11.7776,213.9345,26.1329,165.1018,4.7701,10.8421,medium,low,high
train,3,3,823,822,12,12,Phoebe,F,joy,"Thank you, Monica.",58.2967,13.1027,253.4548,47.5523,128.2334,3.1779,11.7217,low,medium,low
train,3,3,823,822,13,13,Joey,M,neutral,"Orrr, you could follow him and see where he goes.",64.3799,13.08,148.1534,50.6439,271.0537,3.9164,10.9346,medium,low,medium
train,3,3,823,822,14,14,Monica,F,surprise,"Oh, that's what I would do, forget mine.",64.814,11.1503,245.8265,96.8091,363.7216,5.5397,4.5042,medium,medium,high
train,7,5,824,823,0,0,Monica,F,joy,Hey guys check it out! My mom sent me the paper!,62.3306,7.2539,287.5952,113.5401,421.6846,4.2438,6.3188,medium,medium,medium
train,7,5,824,823,1,1,Phoebe,F,joy,"Ooh, lets see it!",62.6036,7.2593,282.0472,118.3716,422.5823,4.636,6.3406,medium,medium,high
train,6,15,825,824,0,0,Joey,M,surprise,Shes not crazy is she?,60.7287,5.4038,99.4852,14.1441,52.6911,2.6042,5.5036,low,low,low
train,6,15,825,824,1,1,Monica,F,neutral,No.,66.7857,4.0555,314.4985,45.5948,150.5667,1.9946,-0.4502,high,high,low
train,6,15,825,824,2,2,Joey,M,neutral,"So uh, how you doin?",66.1601,7.5632,164.0146,107.4328,395.7938,2.9095,4.5276,high,medium,low
train,3,22,826,825,0,0,Chandler,M,joy,There he is!,69.0496,4.2862,225.517,106.7862,419.9952,5.4507,3.9731,high,high,high
train,3,22,826,825,1,1,Monica,F,joy,Theres our star!,66.934,1.7086,179.9278,76.388,246.8319,2.7044,3.5998,high,low,low
train,3,22,826,825,2,2,Joey,M,neutral,"So, so, whatd ya think?",67.1765,2.5708,189.3536,35.0105,125.7273,5.5613,6.1104,high,medium,high
train,3,22,826,825,3,3,Chandler,M,joy,Almost as good as that play with the two naked girls on the see-saw.,64.1874,6.028,172.5775,32.3206,139.884,4.5363,6.8468,medium,medium,high
train,3,22,826,825,4,4,Joey,M,sadness,I-I wasnt in that.,64.9665,6.7534,158.204,37.9418,191.3153,3.3482,4.849,high,medium,medium
train,3,16,827,826,0,0,Phoebe,F,neutral,"Wow, I have the spirit of an old Indian women living in mine.",61.9328,8.3216,218.7652,31.3092,184.6217,4.1605,7.9857,medium,low,medium
train,3,16,827,826,1,1,Monica,F,joy,So then you know?,64.8492,8.9975,300.4926,53.2623,277.4121,3.8266,15.1063,medium,medium,medium
train,3,16,827,826,2,2,Phoebe,F,neutral,"The mailman was downstairs, so I brought up your mail.",64.4754,7.2399,310.1009,27.6721,138.8436,3.98,8.7723,medium,high,medium
train,3,16,827,826,3,3,Monica,F,neutral,"Oh, good. Thanks.",55.7964,9.2561,315.0303,62.2971,232.0979,4.3732,11.8288,low,high,medium
train,3,16,827,826,4,4,Phoebe,F,neutral,Now what is Fabutec?,57.9476,12.9245,325.6551,65.0807,257.693,4.7269,12.0869,low,high,high
train,3,16,827,826,5,5,Monica,F,fear,"Okay, all right dont judge me to much.",60.0378,11.592,256.882,47.2378,170.8671,3.9062,6.8267,low,medium,medium
train,3,16,827,826,6,6,Monica,F,neutral,Okay?,57.1531,10.1533,201.2316,15.0497,48.0672,2.1308,5.9232,low,low,low
train,3,16,827,826,7,7,Monica,F,neutral,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",60.3927,12.0518,207.4487,39.9322,192.3387,4.3311,8.4331,low,low,medium
train,3,16,827,826,8,8,Monica,F,joy,"But there was this stuff on leg waxing, it just, it looked so amazing....",61.827,7.2504,287.9847,53.7662,244.945,3.2895,10.3145,medium,medium,low
train,3,16,827,826,11,9,Phoebe,F,joy,"Oh, its incredible! I so want to be a Waxine girl.",64.7754,10.413,363.5074,75.6271,307.1029,4.5363,12.4863,medium,high,high
train,3,16,827,826,12,10,Monica,F,joy,I know!!,67.3936,5.8414,348.7029,41.1326,232.056,2.3834,4.65,high,high,low
train,3,16,827,826,13,11,Phoebe,F,fear,God. Do think it really doesnt hurt? Cause how can they do that?,63.4189,9.0153,375.5942,68.9695,276.2562,4.6013,12.3593,medium,high,high
train,3,16,827,826,14,12,Monica,F,joy,Hello! Organic substances recently discovered in the depths of the rain forest!,63.3168,10.0017,329.899,46.4215,193.4784,4.6584,10.5487,medium,high,high
train,3,16,827,826,15,13,Phoebe,F,neutral,They have the best stuff in there.,62.444,6.8619,271.4826,69.1427,272.7281,3.7668,2.9626,medium,medium,medium
train,1,5,828,827,0,0,Woman,F,anger,"Comin' through. Move, move.",59.0302,4.2521,220.0047,75.2896,240.26,2.5568,2.9845,low,low,low
train,1,5,828,827,1,1,Rachel,F,joy,"Oh, 'scuse me. I was kinda using that machine.",58.0905,5.7367,315.2783,108.3138,387.6099,4.1274,7.3197,low,high,medium
train,1,5,828,827,2,2,Woman,F,disgust,"Yeah, well, now you're kinda not.",60.4663,5.9735,202.6055,25.1189,128.5084,4.1118,6.2857,low,low,medium
train,1,5,828,827,3,3,Rachel,F,anger,But I saved it. I put my basket on top.,58.9858,6.5406,253.6066,71.1389,401.2029,4.8611,5.5294,low,medium,high
train,1,5,828,827,4,4,Woman,F,anger,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",58.8729,4.53,228.2668,98.3531,312.4231,3.4981,6.6291,low,low,medium
train,1,5,828,827,5,5,Rachel,F,surprise,What?,57.2299,4.0053,294.9164,119.1893,373.7333,1.9133,1.3757,low,medium,low
train,1,5,828,827,6,6,Woman,F,anger,"No suds, no save. Ok?",60.5058,7.5429,194.1281,55.9995,224.2289,2.5168,10.7497,low,low,low
train,1,5,828,827,7,7,Ross,M,neutral,What's goin' on?,59.838,4.0566,182.7916,48.3034,145.3733,4.7554,2.8574,low,medium,high
train,1,5,828,827,8,8,Rachel,F,disgust,"Hi, uh, nothing. That horrible woman just took my machine.",59.4071,4.9245,233.5044,96.9035,271.0241,3.995,5.7051,low,low,medium
train,1,5,828,827,9,9,Ross,M,neutral,Was your basket on top?,62.3399,5.5995,216.5479,52.7206,283.8524,4.0761,5.8562,medium,high,medium
train,1,5,828,827,10,10,Rachel,F,neutral,"Yeah, but, there were no suds.",63.7303,5.2022,271.9982,73.9646,311.2785,3.9062,8.3456,medium,medium,medium
train,1,5,828,827,11,11,Ross,M,neutral,So?,61.8547,7.3933,229.9315,41.1148,123.6999,3.125,5.3889,medium,high,low
train,1,5,828,827,12,12,Rachel,F,neutral,"Well, you know, no suds, no save.",61.5291,5.8156,338.3375,94.9922,349.8119,3.9612,10.0558,medium,high,medium
train,1,5,828,827,13,13,Ross,M,anger,"No suds? Excuse me, hold on a second.  That's my friend's machine.",58.2778,5.6945,220.2537,60.5939,247.7876,4.8491,5.496,low,high,high
train,1,5,828,827,14,14,Woman,F,neutral,"Hey, hey, hey, her stuff wasn't in it.",63.6593,6.1483,292.626,41.411,231.8326,3.6765,10.5758,medium,medium,medium
train,1,5,828,827,15,15,Ross,M,anger,"Hey, hey, hey, that's not the rule and you know it.",63.515,7.1435,254.7221,41.4291,251.1816,4.2387,9.5946,medium,high,medium
train,9,21,829,828,0,0,Phoebe,F,anger,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,62.6949,10.3356,240.0075,60.5628,396.3022,4.1328,8.0656,medium,medium,medium
train,9,21,829,828,1,1,Receptionist,U,joy,"Well, I think this is a great place to work!",61.4483,16.4708,348.2742,56.644,243.117,5.4853,7.4889,medium,high,high
train,9,21,829,828,2,2,Phoebe,F,anger,"Ok, are they listening?",58.1382,11.4998,232.0439,64.0425,209.4976,1.7606,-0.6225,low,low,low
train,3,7,830,829,0,0,Chandler,M,joy,Varrrrrroom!,62.6088,2.481,184.1751,61.2921,329.0805,1.2175,5.112,medium,medium,low
train,3,7,830,829,1,1,Chandler,M,joy,Hey!,67.3389,6.5322,334.8532,30.6141,118.8158,2.2321,3.4505,high,high,low
train,3,7,830,829,2,2,Chandler,M,anger,Watch it lady!,64.2788,10.4698,338.1925,79.9926,410.8778,4.0138,6.9451,medium,high,medium
train,3,7,830,829,3,3,Chandler,M,joy,Varrrrrrrrrrom!,65.3397,2.2784,386.6498,22.1765,69.6581,0.744,-1.128,high,high,low
train,3,7,830,829,4,4,Chandler,M,joy,Hey-hey good lookin!,60.8637,9.7406,175.7333,52.3369,303.5817,4.2614,6.8092,low,medium,medium
train,3,7,830,829,5,5,Chandler,M,joy,Varrrrrrrrroom.,64.0856,2.8089,209.0755,45.8787,300.9915,1.4881,2.976,medium,medium,low
train,3,7,830,829,6,6,Chandler,M,sadness,"All right, Ill leave.",63.158,8.7267,177.9449,52.4965,245.4409,2.9297,2.0215,medium,medium,low
train,3,7,830,829,7,7,Chandler,M,sadness,My beds so boring.,65.6751,9.9154,132.1043,13.299,52.09,2.2111,2.112,high,low,low
train,3,15,831,830,0,0,Rachel,F,anger,Ross do you realise this is the first time in my life Im doing something I actually care about.,63.4845,10.209,349.7274,58.4305,302.0482,5.7165,11.7055,medium,high,high
train,3,15,831,830,1,1,Rachel,F,anger,This is the first time in my life Im doing something that Im actually good at.,64.6039,11.4543,371.3609,54.7029,293.8486,5.814,11.5473,medium,high,high
train,3,15,831,830,2,2,Rachel,F,neutral,I mean.,65.8811,5.5863,400.9934,44.744,132.7546,,9.8209,high,high,
train,3,15,831,830,3,3,Rachel,F,anger,if you dont get that...,65.7508,10.5208,347.6702,88.0734,308.2609,3.7499,8.9706,high,high,medium
train,3,15,831,830,4,4,Ross,M,anger,"No, hey, I get that, okay, I get that big time.",60.6378,10.7235,201.074,60.9589,348.1217,4.4964,8.0142,low,medium,high
train,3,15,831,830,5,5,Ross,M,anger,"And Im happy for ya, but Im tired of having a relationship with your answering machine!",62.1354,9.3925,206.3458,56.5309,348.0219,5.744,9.4639,medium,medium,high
train,3,15,831,830,6,6,Ross,M,sadness,"Okay, I dont know what to do anymore.",65.4937,6.3656,240.1552,63.8619,192.4505,4.3269,10.8137,high,high,medium
train,3,15,831,830,7,7,Rachel,F,joy,Well neither do I!,64.2372,18.2619,346.0396,112.2656,393.9775,4.5072,12.0515,medium,high,high
train,4,10,832,831,0,0,Ross,M,anger,Hey!,63.1984,10.1905,254.0531,97.0179,361.492,1.6741,6.7141,medium,high,low
train,4,10,832,831,1,1,Ross,M,neutral,"Im sorry Im late, did I miss anything?",61.945,8.2827,175.6028,38.1475,162.3669,3.9062,9.8955,medium,medium,medium
train,4,10,832,831,2,2,Phoebe,F,neutral,Joey stuffing 15,61.056,8.1136,225.3052,39.9277,202.0299,3.7202,7.3816,low,low,medium
train,4,10,832,831,3,3,Ross,M,surprise,15?  Your personal best! (Ross takes an,67.2234,7.2188,256.1549,62.9428,309.7089,2.9297,4.5917,high,high,low
train,4,10,832,831,4,4,Phoebe,F,neutral,Where were you?,62.3772,9.0008,397.9923,70.9509,385.1379,2.8846,11.7208,medium,high,low
train,4,10,832,831,5,5,Ross,M,neutral,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",65.0963,11.9078,177.8354,36.879,220.1792,5.829,10.0861,high,medium,high
train,4,10,832,831,6,6,Chandler,M,surprise,"Oh, yeah! How did you meet her?",67.7686,10.3897,250.0705,84.34,401.9629,3.5511,7.1679,high,high,medium
train,4,10,832,831,7,7,Phoebe,F,neutral,"Oh, which museum?",59.5629,10.547,276.1535,80.5307,302.6773,2.9296,10.8672,low,medium,low
train,4,10,832,831,8,8,Phoebe,F,neutral,"No, answer his.",59.5582,8.7054,284.8776,64.2648,272.3968,0.7022,3.62,low,medium,low
train,4,10,832,831,9,9,Ross,M,joy,"Okay, it was just me and her at the back of the train, and I sat near the door, so shed have to pass by me if she wanted to switch cars.",65.1306,8.8838,173.5231,39.5691,374.6576,4.7327,11.9381,high,medium,high
train,4,10,832,831,10,10,Ross,M,joy,She was totally at my mercy.,64.9564,9.5803,164.5971,25.5748,118.3308,5.0,11.7743,high,medium,high
train,4,10,832,831,11,11,Chandler,M,sadness,Were you so late because you were burring this woman?,65.7063,8.9929,175.8102,34.8683,201.9732,3.3266,8.3371,high,medium,medium
train,4,10,832,831,12,12,Ross,M,neutral,"No, Im getting back down cause she lives in Poughkeepsie.",66.2796,6.7615,174.3687,53.9967,271.2509,5.4409,8.4008,high,medium,high
